quality,angle,distance (mm),object
15,335.015625,203.25,0
15,335.625,201.25,0
15,337.484375,199.75,0
15,338.71875,198.0,0
15,339.953125,196.5,0
15,341.1875,195.0,0
15,342.40625,193.5,0
15,343.640625,192.5,0
15,344.875,191.0,0
15,346.109375,190.25,0
15,347.34375,189.5,0
15,348.578125,189.0,0
15,349.796875,188.5,0
15,351.046875,187.5,0
15,352.265625,187.25,0
15,353.5,186.75,0
15,354.953125,186.25,0
15,355.9375,186.0,0
15,357.15625,185.5,0
15,358.390625,185.5,0
15,359.625,185.5,0
15,0.84375,186.0,0
15,2.078125,186.25,0
15,3.3125,186.5,0
15,4.53125,187.25,0
15,5.765625,188.0,0
15,6.984375,188.5,0
15,8.234375,189.25,0
15,9.453125,189.75,0
15,10.6875,190.5,0
15,11.90625,191.75,0
15,13.140625,193.25,0
15,14.375,194.5,0
15,15.609375,195.5,0
15,16.828125,196.25,0
15,335.28125,203.0,0
15,336.515625,201.0,0
15,337.75,199.25,0
15,338.984375,197.75,0
15,340.21875,196.0,0
15,341.453125,194.75,0
15,342.6875,193.5,0
15,343.921875,192.0,0
15,345.15625,191.0,0
15,346.375,190.25,0
15,347.609375,189.75,0
15,348.84375,189.0,0
15,350.078125,188.25,0
15,351.3125,187.5,0
15,352.796875,187.0,0
15,353.78125,186.5,0
15,354.953125,186.0,0
15,356.1875,185.75,0
15,357.15625,185.75,0
15,358.640625,185.5,0
15,359.875,185.5,0
15,1.09375,186.0,0
15,2.328125,186.5,0
15,3.5625,186.75,0
15,4.78125,187.25,0
15,6.015625,188.0,0
15,7.234375,188.75,0
15,8.46875,189.25,0
15,9.296875,190.0,0
15,11.171875,191.0,0
15,12.15625,192.5,0
15,13.390625,193.5,0
15,14.609375,194.5,0
15,15.84375,195.75,0
15,17.078125,197.0,0
15,18.328125,198.5,0
15,334.46875,204.0,0
15,335.703125,202.5,0
15,336.921875,200.75,0
15,338.171875,199.0,0
15,339.40625,197.25,0
15,340.625,195.75,0
15,341.859375,194.25,0
15,343.09375,193.0,0
15,344.34375,191.5,0
15,345.5625,190.5,0
15,346.796875,190.0,0
15,348.03125,189.25,0
15,349.265625,188.5,0
15,350.5,188.0,0
15,351.734375,187.5,0
15,352.96875,186.75,0
15,354.375,186.5,0
15,355.609375,186.25,0
15,356.578125,185.75,0
15,357.8125,185.25,0
15,359.046875,185.25,0
15,0.28125,185.75,0
15,1.5,186.25,0
15,2.734375,186.75,0
15,3.953125,187.0,0
15,5.1875,187.25,0
15,6.421875,188.0,0
15,7.640625,188.75,0
15,8.875,189.5,0
15,10.109375,190.25,0
15,11.328125,191.25,0
15,12.5625,192.5,0
15,13.796875,193.5,0
15,14.390625,195.0,0
15,16.25,196.25,0
15,17.484375,197.75,0
15,18.40625,199.5,0
15,335.0,203.25,0
15,336.234375,201.25,0
15,337.46875,199.75,0
15,338.140625,198.0,0
15,339.9375,196.75,0
15,341.171875,195.0,0
15,342.40625,193.5,0
15,343.640625,192.5,0
15,344.859375,191.0,0
15,346.09375,190.25,0
15,347.328125,189.5,0
15,348.5625,189.0,0
15,349.796875,188.5,0
15,351.03125,187.5,0
15,352.25,187.25,0
15,353.5,186.75,0
15,354.671875,186.25,0
15,355.921875,186.0,0
15,357.140625,185.5,0
15,358.359375,185.5,0
15,359.59375,185.5,0
15,0.828125,186.0,0
15,1.71875,186.25,0
15,3.28125,186.5,0
15,4.515625,187.25,0
15,5.75,188.0,0
15,6.984375,188.5,0
15,8.203125,189.0,0
15,9.4375,189.75,0
15,10.671875,190.5,0
15,11.890625,191.75,0
15,13.125,193.25,0
15,13.9375,194.5,0
15,15.578125,195.5,0
15,16.8125,196.5,0
15,335.296875,203.0,0
15,336.53125,201.0,0
15,337.0625,199.25,0
15,338.984375,197.75,0
15,340.21875,196.0,0
15,341.453125,194.75,0
15,342.671875,193.5,0
15,343.90625,192.0,0
15,345.140625,191.0,0
15,346.375,190.25,0
15,347.59375,189.75,0
15,348.828125,189.0,0
15,350.0625,188.25,0
15,351.28125,187.5,0
15,352.515625,187.0,0
15,353.75,186.5,0
15,354.96875,186.0,0
15,356.203125,185.75,0
15,357.4375,185.5,0
15,358.65625,185.5,0
15,359.890625,185.5,0
15,1.125,185.75,0
15,2.34375,186.25,0
15,3.578125,186.75,0
15,4.796875,187.25,0
15,6.03125,188.0,0
15,7.265625,188.75,0
15,8.484375,189.25,0
15,9.46875,190.0,0
15,10.953125,191.0,0
15,12.171875,192.5,0
15,13.40625,193.5,0
15,14.640625,194.5,0
15,15.875,195.75,0
15,17.09375,196.75,0
15,18.375,198.5,0
15,334.5625,203.75,0
15,335.671875,202.0,0
15,337.03125,200.5,0
15,338.265625,198.75,0
15,339.5,197.25,0
15,340.484375,195.75,0
15,341.703125,194.25,0
15,343.1875,192.75,0
