quality,angle,distance,object
15,59.0625,237.25,1
15,59.0625,237.25,1
15,59.0625,237.25,1
15,59.0625,237.25,1
15,59.0625,237.25,1
15,59.0625,237.25,1
15,59.0625,237.25,1
15,59.0625,237.25,1
15,59.0625,237.5,1
15,59.0625,237.5,1
15,59.0625,237.5,1
15,59.0625,237.75,1
15,59.078125,237.0,1
15,59.078125,237.0,1
15,59.078125,237.0,1
15,59.078125,237.0,1
15,59.078125,237.25,1
15,59.078125,237.25,1
15,59.078125,237.25,1
15,59.078125,237.25,1
15,59.078125,237.25,1
15,59.078125,237.5,1
15,59.078125,237.5,1
15,59.078125,237.5,1
15,59.078125,237.5,1
15,59.09375,237.0,1
15,59.09375,237.0,1
15,59.09375,237.0,1
15,59.09375,237.0,1
15,59.09375,237.25,1
15,59.09375,237.25,1
15,59.09375,237.25,1
15,59.09375,237.25,1
15,59.09375,237.5,1
15,59.09375,237.5,1
15,59.09375,237.5,1
15,59.09375,237.5,1
15,59.09375,237.5,1
15,59.109375,237.0,1
15,59.109375,237.0,1
15,59.109375,237.0,1
15,59.109375,237.0,1
15,59.109375,237.0,1
15,59.109375,237.25,1
15,59.109375,237.25,1
15,59.109375,237.25,1
15,59.109375,237.25,1
15,59.109375,237.25,1
15,59.109375,237.5,1
15,59.109375,237.5,1
15,59.109375,237.5,1
15,59.109375,237.5,1
15,59.125,237.0,1
15,59.125,237.0,1
15,59.125,237.0,1
15,59.125,237.25,1
15,59.125,237.25,1
15,59.125,237.25,1
15,59.125,237.25,1
15,59.125,237.25,1
15,59.125,237.25,1
15,59.125,237.25,1
15,59.125,237.25,1
15,59.125,237.75,1
15,59.125,237.75,1
15,59.140625,237.0,1
15,59.140625,237.0,1
15,59.140625,237.0,1
15,59.140625,237.25,1
15,59.140625,237.25,1
15,59.140625,237.25,1
15,59.140625,237.5,1
15,59.140625,237.5,1
15,59.140625,237.5,1
15,59.140625,237.5,1
15,59.140625,237.5,1
15,59.15625,237.0,1
15,59.15625,237.0,1
15,59.15625,237.0,1
15,59.15625,237.25,1
15,59.15625,237.25,1
15,59.15625,237.25,1
15,59.15625,237.25,1
15,59.15625,237.25,1
15,59.15625,237.25,1
15,59.15625,237.25,1
15,59.15625,237.25,1
15,59.15625,237.5,1
15,59.15625,237.75,1
15,59.15625,237.75,1
15,59.171875,237.0,1
15,59.171875,237.0,1
15,59.171875,237.0,1
15,59.171875,237.25,1
15,59.171875,237.25,1
15,59.171875,237.25,1
15,59.171875,237.25,1
15,59.171875,237.25,1
15,59.171875,237.25,1
15,59.171875,237.25,1
15,59.171875,237.5,1
15,59.171875,237.5,1
15,59.171875,237.5,1
15,59.1875,237.0,1
15,59.1875,237.0,1
15,59.1875,237.0,1
15,59.1875,237.0,1
15,59.1875,237.25,1
15,59.1875,237.25,1
15,59.1875,237.25,1
15,59.1875,237.25,1
15,59.1875,237.5,1
15,59.1875,237.5,1
15,59.203125,237.0,1
15,59.203125,237.0,1
15,59.203125,237.0,1
15,59.203125,237.0,1
15,59.203125,237.0,1
15,59.203125,237.25,1
15,59.203125,237.25,1
15,59.203125,237.25,1
15,59.203125,237.25,1
15,59.203125,237.25,1
15,59.203125,237.25,1
15,59.203125,237.25,1
15,59.203125,237.25,1
15,59.203125,237.25,1
15,59.203125,237.25,1
15,59.203125,237.5,1
15,59.203125,237.5,1
15,59.203125,237.5,1
15,59.21875,237.0,1
15,59.21875,237.25,1
15,59.21875,237.25,1
15,59.21875,237.25,1
15,59.21875,237.25,1
15,59.21875,237.25,1
15,59.21875,237.25,1
15,59.21875,237.25,1
15,59.21875,237.5,1
15,59.21875,237.5,1
15,59.21875,237.75,1
15,59.234375,237.0,1
15,59.234375,237.25,1
15,59.234375,237.25,1
15,59.234375,237.25,1
15,59.234375,237.25,1
15,59.234375,237.25,1
15,59.234375,237.25,1
15,59.234375,237.25,1
15,59.234375,237.25,1
15,59.234375,237.25,1
15,59.234375,237.25,1
15,59.234375,237.5,1
15,59.234375,237.75,1
15,59.25,237.0,1
15,59.25,237.0,1
15,59.25,237.0,1
15,59.25,237.25,1
15,59.25,237.25,1
15,59.25,237.25,1
15,59.25,237.25,1
15,59.25,237.25,1
15,59.25,237.25,1
15,59.25,237.25,1
15,59.25,237.5,1
15,59.265625,237.0,1
15,59.265625,237.25,1
15,59.265625,237.25,1
15,59.265625,237.25,1
15,59.265625,237.25,1
15,59.28125,237.0,1
15,59.28125,237.0,1
15,59.28125,237.0,1
15,59.28125,237.0,1
15,59.28125,237.0,1
15,59.28125,237.0,1
15,59.28125,237.0,1
15,59.28125,237.25,1
15,59.28125,237.25,1
15,59.28125,237.25,1
15,59.28125,237.25,1
15,59.28125,237.25,1
15,59.28125,237.25,1
15,59.28125,237.25,1
15,59.28125,237.25,1
15,59.28125,237.5,1
15,59.296875,237.0,1
15,59.296875,237.0,1
15,59.296875,237.0,1
15,59.296875,237.25,1
15,59.296875,237.25,1
15,59.296875,237.25,1
15,59.296875,237.25,1
15,59.296875,237.25,1
15,59.296875,237.25,1
15,59.296875,237.25,1
15,59.296875,237.25,1
15,59.296875,237.25,1
15,59.296875,237.5,1
15,59.3125,237.0,1
15,59.3125,237.0,1
15,59.3125,237.0,1
15,59.3125,237.0,1
15,59.3125,237.25,1
15,59.3125,237.25,1
15,59.3125,237.25,1
15,59.3125,237.25,1
15,59.3125,237.25,1
15,59.3125,237.25,1
15,59.3125,237.25,1
15,59.3125,237.5,1
15,59.328125,237.0,1
15,59.328125,237.0,1
15,59.328125,237.0,1
15,59.328125,237.0,1
15,59.328125,237.0,1
15,59.328125,237.25,1
15,59.328125,237.25,1
15,59.328125,237.25,1
15,59.328125,237.25,1
15,59.328125,237.25,1
15,59.328125,237.25,1
15,59.328125,237.25,1
15,59.328125,237.25,1
15,59.328125,237.5,1
15,59.34375,237.0,1
15,59.34375,237.25,1
15,59.34375,237.25,1
15,59.34375,237.25,1
15,59.34375,237.25,1
15,59.34375,237.25,1
15,59.34375,237.25,1
15,59.34375,237.25,1
15,59.34375,237.25,1
15,59.34375,237.25,1
15,59.34375,237.25,1
15,59.34375,237.5,1
15,59.359375,237.25,1
15,59.359375,237.25,1
15,59.359375,237.25,1
15,59.359375,237.25,1
15,59.359375,237.25,1
15,59.359375,237.25,1
15,59.359375,237.25,1
15,59.359375,237.5,1
15,59.375,237.0,1
15,59.375,237.0,1
15,59.375,237.0,1
15,59.375,237.25,1
15,59.375,237.25,1
15,59.375,237.25,1
15,59.375,237.25,1
15,59.375,237.25,1
15,59.375,237.25,1
15,59.375,237.25,1
15,59.375,237.25,1
15,59.375,237.25,1
15,59.375,237.25,1
15,59.375,237.25,1
15,59.375,237.5,1
15,59.375,237.75,1
15,59.390625,237.0,1
15,59.390625,237.0,1
15,59.390625,237.0,1
15,59.390625,237.0,1
15,59.390625,237.0,1
15,59.390625,237.25,1
15,59.390625,237.25,1
15,59.390625,237.25,1
15,59.390625,237.25,1
15,59.390625,237.25,1
15,59.390625,237.25,1
15,59.390625,237.25,1
15,59.390625,237.25,1
15,59.390625,237.25,1
15,59.390625,237.25,1
15,59.40625,237.0,1
15,59.40625,237.0,1
15,59.40625,237.0,1
15,59.40625,237.25,1
15,59.40625,237.25,1
15,59.40625,237.25,1
15,59.40625,237.25,1
15,59.40625,237.25,1
15,59.40625,237.25,1
15,59.40625,237.25,1
15,59.40625,237.25,1
15,59.40625,237.25,1
15,59.40625,237.25,1
15,59.40625,237.5,1
15,59.40625,237.5,1
15,59.40625,237.5,1
15,59.421875,237.0,1
15,59.421875,237.0,1
15,59.421875,237.0,1
15,59.421875,237.0,1
15,59.421875,237.0,1
15,59.421875,237.25,1
15,59.421875,237.25,1
15,59.421875,237.75,1
15,59.4375,237.0,1
15,59.4375,237.0,1
15,59.4375,237.0,1
15,59.4375,237.25,1
15,59.4375,237.25,1
15,59.4375,237.25,1
15,59.4375,237.25,1
15,59.4375,237.25,1
15,59.4375,237.25,1
15,59.4375,237.25,1
15,59.4375,237.25,1
15,59.4375,237.25,1
15,59.4375,237.25,1
15,59.4375,237.25,1
15,59.4375,237.25,1
15,59.4375,237.5,1
15,59.453125,237.0,1
15,59.453125,237.0,1
15,59.453125,237.0,1
15,59.453125,237.25,1
15,59.453125,237.25,1
15,59.453125,237.25,1
15,59.453125,237.25,1
15,59.453125,237.25,1
15,59.453125,237.25,1
15,59.453125,237.25,1
15,59.453125,237.25,1
15,59.453125,237.25,1
15,59.453125,237.25,1
15,59.453125,237.25,1
15,59.453125,237.5,1
15,59.453125,237.5,1
15,59.46875,237.0,1
15,59.46875,237.0,1
15,59.46875,237.0,1
15,59.46875,237.0,1
15,59.46875,237.25,1
15,59.46875,237.25,1
15,59.46875,237.25,1
15,59.46875,237.25,1
15,59.46875,237.25,1
15,59.46875,237.25,1
15,59.46875,237.25,1
15,59.46875,237.25,1
15,59.46875,237.5,1
15,59.46875,237.5,1
15,59.484375,237.0,1
15,59.484375,237.0,1
15,59.484375,237.0,1
15,59.484375,237.0,1
15,59.484375,237.25,1
15,59.484375,237.25,1
15,59.484375,237.25,1
15,59.484375,237.25,1
15,59.484375,237.25,1
15,59.484375,237.25,1
15,59.484375,237.25,1
15,59.5,237.0,1
15,59.5,237.0,1
15,59.5,237.25,1
15,59.5,237.25,1
15,59.5,237.25,1
15,59.5,237.25,1
15,59.5,238.0,1
15,59.515625,237.0,1
15,59.515625,237.0,1
15,59.515625,237.0,1
15,59.515625,237.0,1
15,59.515625,237.0,1
15,59.515625,237.25,1
15,59.515625,237.25,1
15,59.515625,237.25,1
15,59.515625,237.25,1
15,59.515625,237.25,1
15,59.515625,237.25,1
15,59.515625,237.25,1
15,59.515625,237.25,1
15,59.515625,237.25,1
15,59.515625,237.25,1
15,59.515625,237.25,1
15,59.515625,237.25,1
15,59.515625,237.5,1
15,59.515625,237.5,1
15,59.515625,237.5,1
15,59.53125,237.0,1
15,59.53125,237.0,1
15,59.53125,237.0,1
15,59.53125,237.0,1
15,59.53125,237.0,1
15,59.53125,237.25,1
15,59.53125,237.25,1
15,59.53125,237.25,1
15,59.53125,237.25,1
15,59.53125,237.25,1
15,59.53125,237.25,1
15,59.53125,237.25,1
15,59.53125,237.25,1
15,59.53125,237.5,1
15,59.53125,237.5,1
15,59.53125,237.5,1
15,59.546875,237.0,1
15,59.546875,237.0,1
15,59.546875,237.0,1
15,59.546875,237.25,1
15,59.546875,237.25,1
15,59.546875,237.25,1
15,59.546875,237.25,1
15,59.546875,237.25,1
15,59.546875,237.25,1
15,59.546875,237.25,1
15,59.546875,237.25,1
15,59.546875,237.25,1
15,59.546875,237.25,1
15,59.546875,237.25,1
15,59.546875,237.5,1
15,59.546875,237.5,1
15,59.546875,237.5,1
15,59.5625,237.0,1
15,59.5625,237.25,1
15,59.5625,237.25,1
15,59.5625,237.25,1
15,59.5625,237.25,1
15,59.5625,237.25,1
