quality,angle,distance,object
15,68.140625,244.75,0
15,68.140625,245.0,0
15,68.140625,245.0,0
15,68.140625,245.25,0
15,68.15625,243.0,0
15,68.15625,243.0,0
15,68.15625,243.0,0
15,68.15625,243.75,0
15,68.15625,244.25,0
15,68.15625,244.25,0
15,68.15625,244.25,0
15,68.15625,244.75,0
15,68.15625,245.25,0
15,68.15625,245.25,0
15,68.171875,243.0,0
15,68.171875,243.0,0
15,68.171875,243.0,0
15,68.171875,243.0,0
15,68.171875,243.0,0
15,68.171875,244.25,0
15,68.171875,244.25,0
15,68.171875,244.75,0
15,68.171875,245.0,0
15,68.171875,245.0,0
15,68.171875,245.0,0
15,68.1875,243.0,0
15,68.1875,243.0,0
15,68.1875,243.0,0
15,68.1875,243.0,0
15,68.1875,243.0,0
15,68.1875,243.0,0
15,68.1875,243.0,0
15,68.1875,244.25,0
15,68.1875,244.25,0
15,68.1875,244.25,0
15,68.1875,244.5,0
15,68.1875,245.0,0
15,68.1875,245.0,0
15,68.1875,245.0,0
15,68.1875,245.0,0
15,68.203125,243.0,0
15,68.203125,243.0,0
15,68.203125,243.0,0
15,68.203125,243.0,0
15,68.203125,243.0,0
15,68.203125,243.0,0
15,68.203125,244.5,0
15,68.203125,244.75,0
15,68.203125,245.0,0
15,68.21875,243.0,0
15,68.21875,243.0,0
15,68.21875,244.5,0
15,68.21875,245.0,0
15,68.234375,243.75,0
15,68.234375,243.75,0
15,68.234375,244.25,0
15,68.234375,244.25,0
15,68.234375,244.5,0
15,68.234375,244.5,0
15,68.234375,244.5,0
15,68.234375,245.0,0
15,68.234375,245.0,0
15,68.234375,245.0,0
15,68.234375,245.25,0
15,68.25,244.75,0
15,68.25,244.75,0
15,68.25,245.25,0
15,68.25,245.25,0
15,68.265625,243.0,0
15,68.265625,243.0,0
15,68.265625,243.0,0
15,68.265625,243.0,0
15,68.265625,244.25,0
15,68.265625,244.75,0
15,68.265625,244.75,0
15,68.265625,245.25,0
15,68.265625,245.25,0
15,68.28125,243.0,0
15,68.28125,243.0,0
15,68.28125,243.75,0
15,68.28125,244.25,0
15,68.28125,244.25,0
15,68.296875,243.0,0
15,68.296875,244.25,0
15,68.296875,244.25,0
15,68.296875,244.5,0
15,68.296875,245.25,0
15,68.296875,245.25,0
15,68.3125,244.25,0
15,68.3125,244.25,0
15,68.3125,245.0,0
15,68.3125,245.25,0
15,68.3125,245.25,0
15,68.3125,245.5,0
15,68.3125,245.5,0
15,68.328125,244.25,0
15,68.328125,244.75,0
15,68.328125,245.0,0
15,68.328125,245.25,0
15,68.328125,245.25,0
15,68.34375,244.25,0
15,68.34375,244.25,0
15,68.34375,244.25,0
15,68.34375,244.25,0
15,68.34375,244.5,0
15,68.34375,244.75,0
15,68.34375,245.0,0
15,68.34375,245.25,0
15,68.34375,245.25,0
15,68.34375,245.25,0
15,68.359375,243.75,0
15,68.359375,243.75,0
15,68.359375,244.25,0
15,68.359375,244.25,0
15,68.359375,245.25,0
15,68.359375,245.25,0
15,68.359375,245.5,0
15,68.359375,245.5,0
15,68.375,243.5,0
15,68.375,243.75,0
15,68.375,243.75,0
15,68.375,244.0,0
15,68.375,244.5,0
15,68.375,244.75,0
15,68.375,245.0,0
15,68.375,245.25,0
15,68.375,245.5,0
15,68.375,245.5,0
15,68.375,245.75,0
15,68.390625,244.0,0
15,68.390625,244.0,0
15,68.390625,244.5,0
15,68.390625,244.75,0
15,68.390625,245.5,0
15,68.390625,245.75,0
15,68.40625,244.25,0
15,68.40625,245.25,0
15,68.40625,245.5,0
15,68.40625,245.75,0
15,68.421875,244.5,0
15,68.421875,245.0,0
15,68.421875,245.5,0
15,68.421875,245.75,0
15,68.4375,243.0,0
15,68.4375,244.25,0
15,68.4375,245.25,0
15,68.4375,245.25,0
15,68.4375,245.75,0
15,68.453125,244.25,0
15,68.453125,244.5,0
15,68.453125,245.25,0
15,68.46875,244.25,0
15,68.46875,245.25,0
15,68.46875,245.25,0
15,68.46875,245.25,0
15,68.46875,245.25,0
15,68.46875,245.25,0
15,68.46875,245.5,0
15,68.46875,245.75,0
15,68.484375,244.25,0
15,68.484375,244.5,0
15,68.484375,245.0,0
15,68.484375,245.25,0
15,68.484375,245.25,0
15,68.484375,245.5,0
15,68.5,244.25,0
15,68.5,245.0,0
15,68.5,245.25,0
15,68.5,245.25,0
15,68.515625,243.0,0
15,68.515625,245.0,0
15,68.515625,245.25,0
15,68.515625,245.5,0
15,68.515625,245.75,0
15,68.53125,244.25,0
15,68.53125,244.25,0
15,68.53125,244.25,0
15,68.53125,244.5,0
15,68.53125,244.75,0
15,68.53125,244.75,0
15,68.53125,245.0,0
15,68.53125,245.75,0
15,68.546875,243.75,0
15,68.546875,244.25,0
15,68.546875,244.25,0
15,68.546875,244.25,0
15,68.546875,245.25,0
15,68.546875,245.25,0
15,68.546875,245.5,0
15,68.5625,244.75,0
15,68.5625,245.25,0
15,68.5625,245.75,0
15,68.578125,243.75,0
15,68.578125,244.25,0
15,68.578125,244.25,0
15,68.578125,244.25,0
15,68.578125,244.25,0
15,68.578125,245.25,0
15,68.578125,245.25,0
15,68.578125,245.25,0
15,68.578125,245.5,0
15,68.578125,245.5,0
15,68.578125,245.5,0
15,68.578125,245.5,0
15,68.59375,244.25,0
15,68.59375,244.25,0
15,68.59375,244.75,0
15,68.59375,245.0,0
15,68.59375,245.0,0
15,68.59375,245.25,0
15,68.609375,244.0,0
15,68.609375,244.25,0
15,68.609375,244.25,0
15,68.609375,244.25,0
15,68.609375,244.5,0
15,68.625,243.5,0
15,68.625,243.5,0
15,68.625,243.5,0
15,68.625,243.5,0
15,68.625,243.5,0
15,68.625,243.5,0
15,68.625,243.5,0
15,68.625,243.5,0
15,68.625,245.0,0
