angle1,distance1,object1,angle2,distance2,object2
359.98438,181.75,0,111.0625,198.25,1
359.98438,181.75,0,111.04688,198.25,1
359.98438,181.75,0,111.03125,198.25,1
359.98438,181.75,0,111.03125,198.25,1
359.98438,181.75,0,111.01562,198.25,1
359.98438,181.75,0,111.0,198.25,1
359.98438,181.75,0,110.98438,198.25,1
359.98438,181.75,0,110.98438,198.25,1
359.98438,181.75,0,110.96875,198.25,1
359.98438,181.75,0,110.96875,198.25,1
359.98438,181.75,0,110.96875,198.25,1
359.98438,181.75,0,110.70312,197.25,1
359.96875,181.75,0,110.67188,197.25,1
359.96875,181.75,0,110.5625,197.25,1
359.96875,181.75,0,110.54688,197.25,1
359.96875,181.75,0,110.54688,197.25,1
359.96875,181.75,0,110.53125,197.25,1
359.96875,181.75,0,110.53125,197.25,1
359.96875,181.75,0,110.51562,197.25,1
359.96875,181.75,0,110.51562,197.25,1
359.96875,181.75,0,110.51562,197.25,1
359.95313,181.75,0,110.51562,197.25,1
359.95313,181.75,0,110.5,197.25,1
359.95313,181.75,0,110.5,197.25,1
359.95313,181.75,0,110.5,197.25,1
359.95313,181.75,0,110.5,197.25,1
359.95313,181.75,0,110.5,197.25,1
359.95313,181.75,0,110.48438,197.25,1
359.95313,181.75,0,110.48438,197.25,1
359.95313,181.75,0,110.48438,197.25,1
359.95313,181.75,0,110.48438,197.25,1
359.95313,181.75,0,110.48438,197.25,1
359.95313,181.75,0,110.46875,197.25,1
359.95313,181.75,0,110.46875,197.25,1
359.95313,181.75,0,110.46875,197.25,1
359.95313,181.75,0,110.46875,197.25,1
359.9375,181.75,0,110.46875,197.25,1
359.9375,181.75,0,110.46875,197.25,1
359.9375,181.75,0,110.46875,197.25,1
359.9375,181.75,0,110.46875,197.25,1
359.9375,181.75,0,110.46875,197.25,1
359.9375,181.75,0,110.46875,197.25,1
359.9375,181.75,0,110.45312,197.25,1
359.9375,181.75,0,110.45312,197.25,1
359.9375,181.75,0,110.45312,197.25,1
359.9375,181.75,0,110.45312,197.25,1
359.9375,181.75,0,110.45312,197.25,1
359.9375,181.75,0,110.45312,197.25,1
359.9375,181.75,0,110.45312,197.25,1
359.9375,181.75,0,110.45312,197.25,1
359.9375,181.75,0,110.45312,197.25,1
359.92188,181.75,0,110.4375,197.25,1
359.92188,181.75,0,110.4375,197.25,1
359.92188,181.75,0,110.4375,197.25,1
359.92188,181.75,0,110.4375,197.25,1
359.92188,181.75,0,110.4375,197.25,1
359.92188,181.75,0,110.4375,197.25,1
359.92188,181.75,0,110.4375,197.25,1
359.92188,181.75,0,110.4375,197.25,1
359.92188,181.75,0,110.4375,197.25,1
359.92188,181.75,0,110.4375,197.25,1
359.92188,181.75,0,110.4375,197.25,1
359.92188,181.75,0,110.4375,197.25,1
359.92188,181.75,0,110.4375,197.25,1
359.92188,181.75,0,110.4375,197.25,1
359.92188,181.75,0,110.4375,197.25,1
359.90625,181.75,0,110.4375,197.25,1
359.90625,181.75,0,110.42188,197.25,1
359.90625,181.75,0,110.42188,197.25,1
359.90625,181.75,0,110.42188,197.25,1
359.90625,181.75,0,110.42188,197.25,1
359.90625,181.75,0,110.42188,197.25,1
359.90625,181.75,0,110.42188,197.25,1
