angle1,distance1,object1,angle2,distance2,object2
359.98438,181.5,0,114.28125,204.0,0
359.98438,181.5,0,114.28125,204.0,0
359.98438,181.5,0,114.28125,203.75,0
359.98438,181.5,0,114.26563,204.0,0
359.98438,181.5,0,114.26563,203.75,0
359.98438,181.5,0,114.26563,203.75,0
359.98438,181.5,0,114.26563,203.75,0
359.98438,181.5,0,114.25,203.75,0
359.98438,181.5,0,114.25,203.75,0
359.98438,181.5,0,114.25,203.75,0
359.98438,181.5,0,114.25,203.75,0
359.98438,181.5,0,114.25,203.75,0
359.98438,181.5,0,114.23438,203.75,0
359.98438,181.5,0,114.23438,203.75,0
359.98438,181.5,0,114.23438,203.75,0
359.96875,181.5,0,114.23438,203.75,0
359.96875,181.5,0,114.23438,203.75,0
359.96875,181.5,0,114.23438,203.75,0
359.96875,181.5,0,114.23438,203.75,0
359.96875,181.5,0,114.23438,203.75,0
359.96875,181.5,0,114.21875,203.75,0
359.96875,181.5,0,114.21875,203.5,0
359.96875,181.5,0,114.21875,203.5,0
359.96875,181.5,0,114.20312,203.5,0
359.96875,181.5,0,114.20312,203.5,0
359.95313,181.5,0,114.20312,203.5,0
359.95313,181.5,0,114.20312,203.5,0
359.95313,181.5,0,114.20312,203.5,0
359.95313,181.5,0,114.20312,203.5,0
359.95313,181.5,0,114.20312,203.5,0
359.95313,181.5,0,114.20312,203.5,0
359.95313,181.5,0,114.1875,203.5,0
359.95313,181.5,0,114.1875,203.5,0
359.95313,181.5,0,114.1875,203.5,0
359.95313,181.5,0,114.1875,203.5,0
359.95313,181.5,0,114.1875,203.5,0
359.95313,181.5,0,114.1875,203.5,0
359.95313,181.5,0,114.1875,203.5,0
359.9375,181.5,0,114.17188,203.5,0
359.9375,181.5,0,114.17188,203.5,0
359.9375,181.5,0,114.17188,203.5,0
359.9375,181.5,0,114.15625,203.5,0
359.9375,181.5,0,114.15625,203.5,0
359.9375,181.5,0,114.15625,203.5,0
359.92188,181.5,0,114.15625,203.5,0
359.92188,181.5,0,114.15625,203.5,0
359.92188,181.5,0,114.14062,203.5,0
359.92188,181.5,0,114.14062,203.5,0
359.92188,181.5,0,114.14062,203.5,0
359.92188,181.5,0,114.14062,203.5,0
359.92188,181.5,0,114.14062,203.5,0
359.92188,181.5,0,114.14062,203.5,0
359.92188,181.5,0,114.14062,203.5,0
359.92188,181.5,0,114.125,203.5,0
359.92188,181.5,0,114.125,203.5,0
359.92188,181.5,0,114.125,203.5,0
359.92188,181.5,0,114.125,203.5,0
359.92188,181.5,0,114.10938,203.5,0
359.92188,181.5,0,114.10938,203.5,0
359.92188,181.5,0,114.10938,203.5,0
359.90625,181.5,0,114.10938,203.5,0
359.90625,181.5,0,114.10938,203.5,0
359.90625,181.5,0,114.10938,203.5,0
359.90625,181.5,0,114.10938,203.5,0
359.90625,181.5,0,114.09375,203.5,0
